Region,Country Code,Country,Year,Indicator Code,Indicator Name,Indicator Short Name,Category,Value Type,Sum of Value,Sum of Previous Year Value,Sum of Growth Rate %,Sum of Country Share %
South Asia,PAK,Pakistan,2016,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,22.3283302035697,23.2628407756242,-4.02%,17.66%
South Asia,PAK,Pakistan,2016,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,313630000130.435,299963590534.773,4.56%,1.63%
South Asia,PAK,Pakistan,2016,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1424.69161195897,1380.47020838317,3.20%,1.03%
South Asia,PAK,Pakistan,2016,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,2.285,3.566,-35.92%,3.61%
South Asia,PAK,Pakistan,2016,SP.POP.TOTL,Total Population,Population,Population,People,220138869,217290883,1.31%,6.07%
South Asia,PAK,Pakistan,2017,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.08537368032608,3.7651191635658,8.51%,8.68%
South Asia,PAK,Pakistan,2017,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,8.22161134395559,8.73671639116568,-5.90%,2.22%
South Asia,PAK,Pakistan,2017,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,21.9632035366872,22.3283302035697,-1.64%,17.83%
South Asia,PAK,Pakistan,2017,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,339205534861.1,313630000130.435,8.15%,1.62%
South Asia,PAK,Pakistan,2017,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1519.23459514248,1424.69161195897,6.64%,1.05%
South Asia,PAK,Pakistan,2017,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.204,2.285,40.22%,4.97%
South Asia,PAK,Pakistan,2017,SP.POP.TOTL,Total Population,Population,Population,People,223273967,220138869,1.42%,6.10%
South Asia,PAK,Pakistan,2018,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,5.07805725868917,4.08537368032608,24.30%,10.04%
South Asia,PAK,Pakistan,2018,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,8.58179960556073,8.22161134395559,4.38%,2.28%
South Asia,PAK,Pakistan,2018,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,21.6512353593957,21.9632035366872,-1.42%,18.34%
South Asia,PAK,Pakistan,2018,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,356128166704.921,339205534861.1,4.99%,1.55%
South Asia,PAK,Pakistan,2018,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1569.33814626355,1519.23459514248,3.30%,1.00%
South Asia,PAK,Pakistan,2018,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.083,3.204,27.43%,6.17%
South Asia,PAK,Pakistan,2018,SP.POP.TOTL,Total Population,Population,Population,People,226928892,223273967,1.64%,6.14%
South Asia,PAK,Pakistan,2019,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,10.5780305672025,5.07805725868917,108.31%,22.03%
South Asia,PAK,Pakistan,2019,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,9.3908635386027,8.58179960556073,9.43%,2.55%
South Asia,PAK,Pakistan,2019,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,20.6778713222887,21.6512353593957,-4.50%,17.74%
South Asia,PAK,Pakistan,2019,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,320909472770.669,356128166704.921,-9.89%,1.36%
South Asia,PAK,Pakistan,2019,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1390.41690981745,1569.33814626355,-11.40%,0.90%
South Asia,PAK,Pakistan,2019,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.83,4.083,18.30%,7.11%
South Asia,PAK,Pakistan,2019,SP.POP.TOTL,Total Population,Population,Population,People,230800899,226928892,1.71%,6.20%
South Asia,PAK,Pakistan,2020,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,9.74011619320125,10.5780305672025,-7.92%,19.26%
South Asia,PAK,Pakistan,2020,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,9.29855944234725,9.3908635386027,-0.98%,2.71%
South Asia,PAK,Pakistan,2020,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,21.8541325548966,20.6778713222887,5.69%,17.52%
South Asia,PAK,Pakistan,2020,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,300425609817.981,320909472770.669,-6.38%,1.28%
South Asia,PAK,Pakistan,2020,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1278.39735206896,1390.41690981745,-8.06%,0.92%
South Asia,PAK,Pakistan,2020,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.994,4.83,24.10%,7.43%
South Asia,PAK,Pakistan,2020,SP.POP.TOTL,Total Population,Population,Population,People,235001746,230800899,1.82%,6.27%
South Asia,PAK,Pakistan,2021,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,9.49641577285205,9.74011619320125,-2.50%,15.40%
South Asia,PAK,Pakistan,2021,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,9.05159988878188,9.29855944234725,-2.66%,2.39%
South Asia,PAK,Pakistan,2021,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,22.6625080760743,21.8541325548966,3.70%,18.41%
South Asia,PAK,Pakistan,2021,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,348516647445.148,300425609817.981,16.01%,1.24%
South Asia,PAK,Pakistan,2021,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1455.31922370186,1278.39735206896,13.84%,0.89%
South Asia,PAK,Pakistan,2021,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,6.338,5.994,5.74%,8.59%
South Asia,PAK,Pakistan,2021,SP.POP.TOTL,Total Population,Population,Population,People,239477801,235001746,1.90%,6.35%
South Asia,PAK,Pakistan,2022,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,19.8738599646655,9.49641577285205,109.28%,10.66%
South Asia,PAK,Pakistan,2022,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,10.5405902721041,9.05159988878188,16.45%,2.52%
South Asia,PAK,Pakistan,2022,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,22.3268646996031,22.6625080760743,-1.48%,18.75%
South Asia,PAK,Pakistan,2022,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,374890295666.694,348516647445.148,7.57%,1.30%
South Asia,PAK,Pakistan,2022,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1538.3228133171,1455.31922370186,5.70%,0.88%
South Asia,PAK,Pakistan,2022,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.291,6.338,-16.52%,8.26%
South Asia,PAK,Pakistan,2022,SP.POP.TOTL,Total Population,Population,Population,People,243700667,239477801,1.76%,6.42%
South Asia,PAK,Pakistan,2023,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,30.7681280657005,19.8738599646655,54.82%,22.33%
South Asia,PAK,Pakistan,2023,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,10.4939587511564,10.5405902721041,-0.44%,2.67%
South Asia,PAK,Pakistan,2023,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,23.426703596366,22.3268646996031,4.93%,19.80%
South Asia,PAK,Pakistan,2023,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,336686348609.266,374890295666.694,-10.19%,1.15%
South Asia,PAK,Pakistan,2023,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1360.32417758419,1538.3228133171,-11.57%,0.77%
South Asia,PAK,Pakistan,2023,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.237,5.291,-1.02%,9.06%
South Asia,PAK,Pakistan,2023,SP.POP.TOTL,Total Population,Population,Population,People,247504495,243700667,1.56%,6.48%
South Asia,PAK,Pakistan,2024,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,12.6325318530452,30.7681280657005,-58.94%,12.54%
South Asia,PAK,Pakistan,2024,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,10.3904527903644,10.4939587511564,-0.99%,3.66%
South Asia,PAK,Pakistan,2024,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,23.7432862338836,23.426703596366,1.35%,19.88%
South Asia,PAK,Pakistan,2024,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,371570000121.266,336686348609.266,10.36%,1.22%
South Asia,PAK,Pakistan,2024,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1478.77277977996,1360.32417758419,8.71%,0.82%
South Asia,PAK,Pakistan,2024,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.492,5.237,4.87%,9.63%
South Asia,PAK,Pakistan,2024,SP.POP.TOTL,Total Population,Population,Population,People,251269164,247504495,1.52%,6.55%
Southeast Asia,IDN,Indonesia,2000,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.68862037056682,,,4.56%
Southeast Asia,IDN,Indonesia,2000,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,40.9773084738704,,,10.93%
Southeast Asia,IDN,Indonesia,2000,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,15.6787044387708,,,8.36%
Southeast Asia,IDN,Indonesia,2000,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,165021012077.81,,,5.01%
Southeast Asia,IDN,Indonesia,2000,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,763.711124950924,,,1.14%
Southeast Asia,IDN,Indonesia,2000,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,6.077,,,10.22%
Southeast Asia,IDN,Indonesia,2000,SP.POP.TOTL,Total Population,Population,Population,People,216077790,,,7.14%
Southeast Asia,IDN,Indonesia,2001,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,11.5001160550887,3.68862037056682,211.77%,11.88%
Southeast Asia,IDN,Indonesia,2001,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,39.0321390955111,40.9773084738704,-4.75%,9.45%
Southeast Asia,IDN,Indonesia,2001,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,15.9949177621389,15.6787044387708,2.02%,8.87%
Southeast Asia,IDN,Indonesia,2001,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,160446947784.909,165021012077.81,-2.77%,4.83%
Southeast Asia,IDN,Indonesia,2001,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,732.307093405708,763.711124950924,-4.11%,1.18%
Southeast Asia,IDN,Indonesia,2001,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,6.082,6.077,0.08%,9.69%
Southeast Asia,IDN,Indonesia,2001,SP.POP.TOTL,Total Population,Population,Population,People,219097902,216077790,1.40%,7.14%
Southeast Asia,IDN,Indonesia,2002,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,11.9001200338414,11.5001160550887,3.48%,14.09%
Southeast Asia,IDN,Indonesia,2002,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,32.6876208878375,39.0321390955111,-16.25%,8.20%
Southeast Asia,IDN,Indonesia,2002,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.3196689664379,15.9949177621389,2.03%,9.48%
Southeast Asia,IDN,Indonesia,2002,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,195660611165.183,160446947784.909,21.95%,5.34%
Southeast Asia,IDN,Indonesia,2002,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,881.002913569131,732.307093405708,20.31%,1.37%
Southeast Asia,IDN,Indonesia,2002,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,6.604,6.082,8.58%,9.82%
Southeast Asia,IDN,Indonesia,2002,SP.POP.TOTL,Total Population,Population,Population,People,222088495,219097902,1.36%,7.15%
Southeast Asia,IDN,Indonesia,2003,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.75731256333564,11.9001200338414,-43.22%,11.43%
Southeast Asia,IDN,Indonesia,2003,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,30.4776547809661,32.6876208878375,-6.76%,7.46%
Southeast Asia,IDN,Indonesia,2003,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,15.1853482186248,16.3196689664379,-6.95%,9.17%
Southeast Asia,IDN,Indonesia,2003,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,234772463823.808,195660611165.183,19.99%,5.57%
Southeast Asia,IDN,Indonesia,2003,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1043.2105838671,881.002913569131,18.41%,1.48%
Southeast Asia,IDN,Indonesia,2003,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,6.657,6.604,0.80%,9.70%
Southeast Asia,IDN,Indonesia,2003,SP.POP.TOTL,Total Population,Population,Population,People,225048008,222088495,1.33%,7.15%
Southeast Asia,IDN,Indonesia,2004,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.06406189133648,6.75731256333564,-10.26%,11.39%
Southeast Asia,IDN,Indonesia,2004,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,32.2166946182599,30.4776547809661,5.71%,7.25%
Southeast Asia,IDN,Indonesia,2004,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,14.3357802955642,15.1853482186248,-5.59%,8.94%
Southeast Asia,IDN,Indonesia,2004,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,256836875295.452,234772463823.808,9.40%,5.20%
Southeast Asia,IDN,Indonesia,2004,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1126.84004447173,1043.2105838671,8.02%,1.40%
Southeast Asia,IDN,Indonesia,2004,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.303,6.657,9.70%,10.44%
Southeast Asia,IDN,Indonesia,2004,SP.POP.TOTL,Total Population,Population,Population,People,227926649,225048008,1.28%,7.15%
Southeast Asia,IDN,Indonesia,2005,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,10.4532001873347,6.06406189133648,72.38%,15.97%
Southeast Asia,IDN,Indonesia,2005,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,34.0672676279992,32.2166946182599,5.74%,7.50%
Southeast Asia,IDN,Indonesia,2005,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.1266186400506,14.3357802955642,-8.43%,8.61%
Southeast Asia,IDN,Indonesia,2005,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,285868619196.085,256836875295.452,11.30%,4.93%
Southeast Asia,IDN,Indonesia,2005,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1238.21447629488,1126.84004447173,9.88%,1.31%
Southeast Asia,IDN,Indonesia,2005,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.945,7.303,8.79%,11.36%
Southeast Asia,IDN,Indonesia,2005,SP.POP.TOTL,Total Population,Population,Population,People,230871650,227926649,1.29%,7.16%
Southeast Asia,IDN,Indonesia,2006,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,13.108670985346,10.4532001873347,25.40%,18.77%
Southeast Asia,IDN,Indonesia,2006,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,31.0347163143166,34.0672676279992,-8.90%,6.78%
Southeast Asia,IDN,Indonesia,2006,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,12.9738027192484,13.1266186400506,-1.16%,8.92%
Southeast Asia,IDN,Indonesia,2006,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,364570515618.357,285868619196.085,27.53%,5.37%
Southeast Asia,IDN,Indonesia,2006,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1558.31562847163,1238.21447629488,25.85%,1.47%
Southeast Asia,IDN,Indonesia,2006,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.551,7.945,-4.96%,11.30%
Southeast Asia,IDN,Indonesia,2006,SP.POP.TOTL,Total Population,Population,Population,People,233951652,230871650,1.33%,7.17%
Southeast Asia,IDN,Indonesia,2007,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.40656087966005,13.108670985346,-51.13%,9.17%
Southeast Asia,IDN,Indonesia,2007,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,29.4357184851264,31.0347163143166,-5.15%,6.51%
Southeast Asia,IDN,Indonesia,2007,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.7166831034562,12.9738027192484,5.73%,9.50%
Southeast Asia,IDN,Indonesia,2007,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,432216737774.861,364570515618.357,18.56%,5.19%
Southeast Asia,IDN,Indonesia,2007,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1823.21976255073,1558.31562847163,17.00%,1.58%
Southeast Asia,IDN,Indonesia,2007,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,8.06,7.551,6.74%,12.16%
Southeast Asia,IDN,Indonesia,2007,SP.POP.TOTL,Total Population,Population,Population,People,237062337,233951652,1.33%,7.19%
Southeast Asia,IDN,Indonesia,2008,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,10.2266663272483,6.40656087966005,59.63%,7.94%
Southeast Asia,IDN,Indonesia,2008,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,29.8082841673732,29.4357184851264,1.27%,6.43%
Southeast Asia,IDN,Indonesia,2008,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,14.4817402607761,13.7166831034562,5.58%,9.96%
Southeast Asia,IDN,Indonesia,2008,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,510228634992.258,432216737774.861,18.05%,5.28%
Southeast Asia,IDN,Indonesia,2008,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2124.55483920618,1823.21976255073,16.53%,1.70%
Southeast Asia,IDN,Indonesia,2008,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.208,8.06,-10.57%,11.03%
Southeast Asia,IDN,Indonesia,2008,SP.POP.TOTL,Total Population,Population,Population,People,240157903,237062337,1.31%,7.20%
Southeast Asia,IDN,Indonesia,2009,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.38641311792074,10.2266663272483,-57.11%,6.81%
Southeast Asia,IDN,Indonesia,2009,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,24.1591196686279,29.8082841673732,-18.95%,5.79%
Southeast Asia,IDN,Indonesia,2009,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,15.290148146172,14.4817402607761,5.58%,10.36%
Southeast Asia,IDN,Indonesia,2009,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,539580085612.401,510228634992.258,5.75%,5.43%
Southeast Asia,IDN,Indonesia,2009,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2218.48541852977,2124.55483920618,4.42%,2.15%
Southeast Asia,IDN,Indonesia,2009,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,6.106,7.208,-15.29%,8.75%
Southeast Asia,IDN,Indonesia,2009,SP.POP.TOTL,Total Population,Population,Population,People,243220028,240157903,1.28%,7.21%
Southeast Asia,IDN,Indonesia,2010,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,5.13420639015885,4.38641311792074,17.05%,6.73%
Southeast Asia,IDN,Indonesia,2010,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,24.2990309366408,24.1591196686279,0.58%,6.19%
Southeast Asia,IDN,Indonesia,2010,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.929212707137,15.290148146172,-8.90%,9.51%
Southeast Asia,IDN,Indonesia,2010,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,755094157621.936,539580085612.401,39.94%,6.25%
Southeast Asia,IDN,Indonesia,2010,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3065.68348377765,2218.48541852977,38.19%,2.46%
Southeast Asia,IDN,Indonesia,2010,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.614,6.106,-8.06%,8.77%
Southeast Asia,IDN,Indonesia,2010,SP.POP.TOTL,Total Population,Population,Population,People,246305322,243220028,1.27%,7.22%
Southeast Asia,IDN,Indonesia,2011,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,5.35604849112582,5.13420639015885,4.32%,6.74%
Southeast Asia,IDN,Indonesia,2011,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,26.3273530888836,24.2990309366408,8.35%,6.28%
Southeast Asia,IDN,Indonesia,2011,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.5122870743946,13.929212707137,-2.99%,9.31%
Southeast Asia,IDN,Indonesia,2011,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,892969104563.171,755094157621.936,18.26%,6.23%
Southeast Asia,IDN,Indonesia,2011,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3579.46442466152,3065.68348377765,16.76%,2.49%
Southeast Asia,IDN,Indonesia,2011,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.153,5.614,-8.21%,8.48%
Southeast Asia,IDN,Indonesia,2011,SP.POP.TOTL,Total Population,Population,Population,People,249470032,246305322,1.28%,7.24%
Southeast Asia,IDN,Indonesia,2012,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.2795142691943,5.35604849112582,-20.10%,6.53%
Southeast Asia,IDN,Indonesia,2012,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,24.5943787881769,26.3273530888836,-6.58%,5.86%
Southeast Asia,IDN,Indonesia,2012,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.3739742350727,13.5122870743946,-1.02%,9.62%
Southeast Asia,IDN,Indonesia,2012,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,917869913332.649,892969104563.171,2.79%,5.89%
Southeast Asia,IDN,Indonesia,2012,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3632.27254030331,3579.46442466152,1.48%,2.45%
Southeast Asia,IDN,Indonesia,2012,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.468,5.153,-13.29%,7.21%
Southeast Asia,IDN,Indonesia,2012,SP.POP.TOTL,Total Population,Population,Population,People,252698525,249470032,1.29%,7.25%
Southeast Asia,IDN,Indonesia,2013,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.41249457900391,4.2795142691943,49.84%,9.76%
Southeast Asia,IDN,Indonesia,2013,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,23.9235763793605,24.5943787881769,-2.73%,5.84%
Southeast Asia,IDN,Indonesia,2013,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.3566991621949,13.3739742350727,-0.13%,9.85%
Southeast Asia,IDN,Indonesia,2013,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,912524136718.018,917869913332.649,-0.58%,5.39%
Southeast Asia,IDN,Indonesia,2013,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3566.60284506078,3632.27254030331,-1.81%,2.35%
Southeast Asia,IDN,Indonesia,2013,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.336,4.468,-2.95%,6.94%
Southeast Asia,IDN,Indonesia,2013,SP.POP.TOTL,Total Population,Population,Population,People,255852467,252698525,1.25%,7.26%
Southeast Asia,IDN,Indonesia,2014,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.39492882396559,6.41249457900391,-0.27%,10.92%
Southeast Asia,IDN,Indonesia,2014,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,23.6659845969367,23.9235763793605,-1.08%,5.99%
Southeast Asia,IDN,Indonesia,2014,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.3367549992146,13.3566991621949,-0.15%,10.01%
Southeast Asia,IDN,Indonesia,2014,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,890814755533.537,912524136718.018,-2.38%,4.89%
Southeast Asia,IDN,Indonesia,2014,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3441.06808464008,3566.60284506078,-3.52%,2.23%
Southeast Asia,IDN,Indonesia,2014,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.049,4.336,-6.62%,6.63%
